recall,precision,f1score,auc,accuracy,id,execution_time,shift,q,class_weight,penalty,C,max_iter,solver,tol,feature_to_drop,kline_size,n_limit,random_search
0.9,0.52,0.66,0.77,0.71,103,0.89,-1,0.29,0.97,l2,4.641588833612777,90,lbfgs,0.1,imbalance,60,2,True
0.74,0.78,0.76,0.81,0.82,104,1.31,-1,0.36,0.95,l2,4.641588833612777,90,lbfgs,0.01,low,60,2,True
0.72,0.72,0.72,0.8,0.84,105,28.06,-1,0.27,0.7,l2,0.046415888336127774,120,sag,0.005,no_of_trades,60,2,True
0.9,0.58,0.71,0.79,0.75,106,0.85,-1,0.32,0.31,l2,10.0,30,lbfgs,0.05,imbalance,60,2,True
0.86,0.7,0.77,0.82,0.81,107,1.57,-1,0.36,0.41,l2,0.4641588833612777,130,sag,0.1,volume,60,2,True
0.93,0.56,0.7,0.76,0.71,108,0.91,-1,0.35,0.71,l2,0.021544346900318832,110,lbfgs,0.1,no_of_trades,60,2,True
0.8,0.67,0.73,0.82,0.83,109,2.6,-1,0.27,0.5,l2,10.0,30,sag,0.05,volume,60,2,True
0.88,0.67,0.76,0.81,0.79,110,15.72,-1,0.36,0.37,l2,0.021544346900318832,60,sag,0.005,PPO,60,2,True
0.63,0.75,0.69,0.78,0.85,111,20.02,-1,0.25,0.99,l2,0.046415888336127774,40,sag,0.005,high,60,2,True
0.81,0.69,0.74,0.82,0.82,112,1.3,-1,0.3,0.53,l2,0.021544346900318832,140,lbfgs,0.005,high,60,2,True
0.83,0.62,0.71,0.82,0.82,113,2.53,-1,0.25,0.37,l2,10.0,80,liblinear,0.005,PPO,60,2,True
0.71,0.75,0.73,0.8,0.83,114,1.98,-1,0.31,0.86,l2,2.154434690031882,80,liblinear,0.05,PPO,60,2,True
0.92,0.59,0.72,0.77,0.73,115,0.9,-1,0.37,0.74,l2,0.09999999999999999,70,lbfgs,0.1,no_of_trades,60,2,True
0.78,0.78,0.78,0.81,0.82,116,15.42,-1,0.4,0.87,l2,0.4641588833612777,30,sag,0.005,PPO,60,2,True
0.67,0.76,0.71,0.79,0.84,117,2.38,-1,0.28,0.97,l2,0.21544346900318834,130,liblinear,0.05,vwap,60,2,True
0.91,0.66,0.77,0.81,0.79,118,2.44,-1,0.38,0.31,l2,0.21544346900318834,50,liblinear,0.005,volume,60,2,True
0.75,0.79,0.77,0.81,0.82,119,14.49,-1,0.38,0.95,l2,0.021544346900318832,80,sag,0.005,no_of_trades,60,2,True
0.7,0.79,0.74,0.79,0.81,120,1.0,-1,0.38,0.51,l2,0.021544346900318832,100,lbfgs,0.1,PPO,60,2,True
0.88,0.65,0.75,0.81,0.79,121,1.61,-1,0.34,0.35,l2,10.0,130,sag,0.1,PPO,60,2,True
0.8,0.69,0.74,0.82,0.82,122,1.55,-1,0.3,0.52,l2,0.21544346900318834,50,lbfgs,0.005,volume,60,2,True
0.82,0.74,0.78,0.82,0.82,123,1.61,-1,0.37,0.59,l2,4.641588833612777,140,sag,0.1,high,60,2,True
0.64,0.75,0.69,0.78,0.84,124,2.54,-1,0.27,0.99,l2,0.21544346900318834,30,sag,0.05,maker_ratio,60,2,True
0.76,0.68,0.72,0.81,0.84,125,1.94,-1,0.26,0.63,l2,1.0,120,sag,0.05,imbalance,60,2,True
0.85,0.71,0.77,0.82,0.81,126,2.26,-1,0.36,0.51,l2,2.154434690031882,40,liblinear,0.05,wilder_rsi,60,2,True
0.9,0.6,0.72,0.77,0.74,127,0.9,-1,0.37,0.8,l2,0.021544346900318832,40,lbfgs,0.1,maker_ratio,60,2,True
0.73,0.71,0.72,0.81,0.84,128,1.58,-1,0.26,0.67,l2,1.0,60,sag,0.1,wilder_rsi,60,2,True
0.87,0.66,0.75,0.82,0.8,129,1.44,-1,0.33,0.37,l2,0.09999999999999999,90,lbfgs,0.01,volume,60,2,True
0.74,0.76,0.75,0.81,0.83,130,1.33,-1,0.33,0.85,l2,0.021544346900318832,90,lbfgs,0.005,wilder_rsi,60,2,True
0.76,0.77,0.76,0.81,0.82,131,1.98,-1,0.36,0.85,l2,2.154434690031882,120,liblinear,0.05,high,60,2,True
0.84,0.64,0.73,0.82,0.81,132,38.45,-1,0.28,0.41,l2,2.154434690031882,80,sag,0.01,imbalance,60,2,True
0.89,0.67,0.76,0.81,0.79,133,2.75,-1,0.36,0.37,l2,0.4641588833612777,80,liblinear,0.005,imbalance,60,2,True
0.89,0.64,0.74,0.82,0.79,134,15.69,-1,0.32,0.33,l2,0.21544346900318834,30,sag,0.01,wilder_rsi,60,2,True
0.93,0.58,0.72,0.75,0.71,135,0.94,-1,0.38,0.6,l2,0.046415888336127774,140,lbfgs,0.1,wilder_rsi,60,2,True
0.75,0.73,0.74,0.81,0.83,136,1.58,-1,0.3,0.71,l2,2.154434690031882,110,lbfgs,0.005,imbalance,60,2,True
0.75,0.7,0.72,0.81,0.84,137,1.3,-1,0.27,0.61,l2,1.0,30,lbfgs,0.005,no_of_trades,60,2,True
0.87,0.65,0.75,0.82,0.8,138,1.84,-1,0.32,0.37,l2,0.021544346900318832,100,liblinear,0.1,volume,60,2,True
0.81,0.75,0.78,0.82,0.82,139,2.41,-1,0.38,0.69,l2,0.01,130,liblinear,0.005,high,60,2,True
0.81,0.75,0.78,0.82,0.82,140,2.41,-1,0.38,0.69,l2,2.154434690031882,30,liblinear,0.01,vwap,60,2,True
0.74,0.77,0.75,0.81,0.83,141,2.45,-1,0.35,0.93,l2,2.154434690031882,80,liblinear,0.01,close,60,2,True
0.73,0.78,0.76,0.81,0.82,142,1.93,-1,0.36,0.96,l2,2.154434690031882,50,liblinear,0.05,no_of_trades,60,2,True
0.69,0.73,0.71,0.79,0.84,143,2.41,-1,0.26,0.83,l2,0.01,70,liblinear,0.05,imbalance,60,2,True
0.97,0.4,0.57,0.71,0.59,144,0.74,-1,0.26,0.42,l2,4.641588833612777,100,lbfgs,0.1,low,60,2,True
0.81,0.66,0.73,0.82,0.82,145,38.56,-1,0.28,0.48,l2,0.4641588833612777,80,sag,0.005,imbalance,60,2,True
0.91,0.68,0.78,0.81,0.79,146,2.47,-1,0.4,0.33,l2,0.21544346900318834,90,liblinear,0.05,close,60,2,True
0.65,0.77,0.7,0.78,0.84,147,2.14,-1,0.28,0.99,l2,0.09999999999999999,110,sag,0.1,high,60,2,True
0.81,0.71,0.76,0.82,0.82,148,4.94,-1,0.33,0.6,l2,0.01,120,sag,0.01,imbalance,60,2,True
0.86,0.7,0.77,0.81,0.8,149,1.33,-1,0.39,0.45,l2,0.21544346900318834,40,lbfgs,0.01,PPO,60,2,True
0.73,0.71,0.72,0.81,0.84,150,7.53,-1,0.27,0.71,l2,0.01,120,sag,0.005,low,60,2,True
0.97,0.36,0.53,0.68,0.54,151,0.71,-1,0.25,0.38,l2,1.0,80,lbfgs,0.1,atr,60,2,True
0.6,0.83,0.7,0.76,0.79,152,0.96,-1,0.39,0.98,l2,1.0,140,lbfgs,0.05,high,60,2,True
0.91,0.67,0.77,0.81,0.79,153,2.4,-1,0.38,0.33,l2,0.021544346900318832,140,sag,0.1,wilder_rsi,60,2,True
0.77,0.78,0.78,0.81,0.82,154,1.67,-1,0.39,0.9,l2,2.154434690031882,30,sag,0.1,close,60,2,True
0.84,0.66,0.74,0.82,0.81,155,1.66,-1,0.3,0.47,l2,4.641588833612777,70,sag,0.1,close,60,2,True
0.79,0.66,0.72,0.82,0.83,156,31.25,-1,0.27,0.5,l2,0.21544346900318834,70,sag,0.005,PPO,60,2,True
0.84,0.69,0.76,0.82,0.81,157,2.89,-1,0.33,0.49,l2,2.154434690031882,50,liblinear,0.005,imbalance,60,2,True
0.82,0.63,0.72,0.82,0.82,158,2.06,-1,0.26,0.4,l2,0.21544346900318834,70,sag,0.1,PPO,60,2,True
0.74,0.79,0.76,0.81,0.82,159,2.38,-1,0.37,0.98,l2,0.4641588833612777,140,liblinear,0.05,high,60,2,True
0.74,0.71,0.72,0.81,0.84,160,42.37,-1,0.27,0.68,l2,0.4641588833612777,110,sag,0.01,wilder_rsi,60,2,True
0.76,0.78,0.77,0.81,0.82,161,1.96,-1,0.39,0.91,l2,0.046415888336127774,100,sag,0.1,imbalance,60,2,True
0.88,0.65,0.74,0.81,0.79,162,1.49,-1,0.33,0.35,l2,0.4641588833612777,30,lbfgs,0.005,maker_ratio,60,2,True
0.87,0.65,0.75,0.82,0.8,163,1.88,-1,0.32,0.36,l2,0.046415888336127774,50,liblinear,0.05,volume,60,2,True
0.85,0.7,0.77,0.82,0.81,164,2.45,-1,0.35,0.5,l2,0.046415888336127774,40,liblinear,0.01,vwap,60,2,True
0.83,0.75,0.79,0.82,0.82,165,2.39,-1,0.4,0.66,l2,10.0,120,liblinear,0.05,low,60,2,True
0.79,0.77,0.78,0.82,0.82,166,3.43,-1,0.39,0.83,l2,1.0,90,sag,0.05,atr,60,2,True
0.9,0.63,0.74,0.77,0.75,167,0.67,-1,0.4,0.73,l2,0.021544346900318832,130,lbfgs,0.1,imbalance,60,2,True
0.86,0.73,0.79,0.82,0.81,168,1.35,-1,0.4,0.53,l2,0.4641588833612777,50,lbfgs,0.005,close,60,2,True
0.87,0.71,0.79,0.82,0.81,169,1.93,-1,0.4,0.48,l2,0.21544346900318834,110,liblinear,0.1,close,60,2,True
0.84,0.64,0.72,0.82,0.82,170,2.39,-1,0.27,0.4,l2,0.4641588833612777,40,liblinear,0.01,close,60,2,True
0.84,0.63,0.72,0.8,0.78,171,0.83,-1,0.32,0.36,l2,0.021544346900318832,110,lbfgs,0.05,atr,60,2,True
0.81,0.71,0.75,0.82,0.82,172,2.01,-1,0.32,0.62,l2,0.21544346900318834,140,sag,0.05,low,60,2,True
0.9,0.66,0.76,0.81,0.79,173,1.23,-1,0.36,0.33,l2,0.046415888336127774,120,lbfgs,0.01,imbalance,60,2,True
0.68,0.73,0.7,0.79,0.84,174,2.44,-1,0.26,0.82,l2,0.21544346900318834,130,liblinear,0.005,maker_ratio,60,2,True
0.85,0.61,0.71,0.8,0.78,175,0.95,-1,0.31,0.33,l2,0.4641588833612777,110,lbfgs,0.1,wilder_rsi,60,2,True
0.88,0.69,0.77,0.81,0.8,176,2.24,-1,0.38,0.42,l2,1.0,30,liblinear,0.1,high,60,2,True
0.85,0.69,0.76,0.82,0.81,177,1.93,-1,0.35,0.49,l2,0.4641588833612777,30,liblinear,0.1,maker_ratio,60,2,True
0.87,0.63,0.73,0.82,0.8,178,5.31,-1,0.29,0.35,l2,2.154434690031882,80,sag,0.005,close,60,2,True
0.55,0.8,0.65,0.74,0.81,179,1.0,-1,0.3,0.86,l2,0.4641588833612777,100,lbfgs,0.05,close,60,2,True
0.88,0.63,0.73,0.81,0.79,180,63.01,-1,0.31,0.34,l2,1.0,130,sag,0.005,PPO,60,2,True
0.73,0.78,0.75,0.81,0.83,181,2.49,-1,0.35,0.91,l2,0.09999999999999999,30,sag,0.05,no_of_trades,60,2,True
0.87,0.6,0.71,0.82,0.8,182,2.53,-1,0.26,0.3,l2,0.21544346900318834,140,liblinear,0.1,wilder_rsi,60,2,True
0.85,0.67,0.75,0.82,0.81,183,2.88,-1,0.32,0.46,l2,0.01,70,liblinear,0.01,imbalance,60,2,True
0.65,0.75,0.69,0.78,0.84,184,2.93,-1,0.26,0.95,l2,0.09999999999999999,120,liblinear,0.05,PPO,60,2,True
0.9,0.69,0.78,0.81,0.79,185,20.96,-1,0.4,0.39,l2,0.09999999999999999,60,sag,0.01,atr,60,2,True
0.85,0.63,0.73,0.82,0.81,186,2.54,-1,0.28,0.36,l2,0.09999999999999999,30,liblinear,0.01,no_of_trades,60,2,True
0.77,0.68,0.72,0.81,0.84,187,2.86,-1,0.26,0.57,l2,0.09999999999999999,40,liblinear,0.01,low,60,2,True
0.8,0.72,0.76,0.81,0.82,188,31.19,-1,0.34,0.64,l2,0.046415888336127774,140,sag,0.005,PPO,60,2,True
0.86,0.69,0.76,0.82,0.81,189,2.25,-1,0.35,0.46,l2,2.154434690031882,50,liblinear,0.1,low,60,2,True
0.67,0.74,0.7,0.79,0.84,190,2.16,-1,0.26,0.89,l2,0.01,60,sag,0.1,close,60,2,True
0.73,0.78,0.75,0.81,0.83,191,2.53,-1,0.35,0.92,l2,0.4641588833612777,90,sag,0.05,volume,60,2,True
0.68,0.75,0.71,0.79,0.83,192,1.28,-1,0.29,0.91,l2,2.154434690031882,50,lbfgs,0.01,PPO,60,2,True
0.83,0.71,0.76,0.82,0.81,193,2.0,-1,0.35,0.54,l2,0.01,30,sag,0.1,maker_ratio,60,2,True
0.92,0.64,0.76,0.79,0.77,194,1.6,-1,0.38,0.3,l2,0.09999999999999999,110,sag,0.1,PPO,60,2,True
0.93,0.52,0.66,0.75,0.69,195,0.73,-1,0.31,0.78,l2,0.01,110,lbfgs,0.1,wilder_rsi,60,2,True
0.75,0.7,0.72,0.81,0.84,196,2.52,-1,0.27,0.65,l2,0.09999999999999999,60,liblinear,0.005,high,60,2,True
0.86,0.67,0.75,0.81,0.8,197,1.95,-1,0.34,0.43,l2,0.021544346900318832,120,liblinear,0.05,maker_ratio,60,2,True
0.77,0.68,0.72,0.82,0.83,198,2.28,-1,0.26,0.51,l2,0.09999999999999999,110,liblinear,0.01,volume,60,2,True
0.75,0.77,0.76,0.81,0.83,199,1.34,-1,0.35,0.9,l2,0.09999999999999999,30,lbfgs,0.01,imbalance,60,2,True
0.86,0.72,0.79,0.84,0.83,0,3.85,-1,0.37,0.53,l2,0.046415888336127774,90,sag,0.1,close,60,1,True
0.89,0.67,0.76,0.83,0.82,1,10.13,-1,0.34,0.33,l2,0.021544346900318832,100,sag,0.005,close,60,1,True
0.83,0.76,0.79,0.83,0.83,2,3.61,-1,0.38,0.59,l2,0.01,60,sag,0.05,low,60,1,True
0.82,0.75,0.78,0.83,0.84,3,4.83,-1,0.37,0.64,l2,0.09999999999999999,50,liblinear,0.01,imbalance,60,1,True
0.74,0.75,0.75,0.82,0.85,4,92.0,-1,0.31,0.78,l2,0.4641588833612777,90,sag,0.01,high,60,1,True
0.75,0.75,0.75,0.82,0.84,5,3.75,-1,0.32,0.69,l2,2.154434690031882,110,sag,0.1,imbalance,60,1,True
0.77,0.79,0.78,0.82,0.83,6,5.14,-1,0.4,0.98,l2,0.4641588833612777,100,liblinear,0.01,maker_ratio,60,1,True
0.83,0.66,0.74,0.83,0.84,7,5.29,-1,0.28,0.41,l2,0.21544346900318834,110,liblinear,0.005,close,60,1,True
0.76,0.71,0.73,0.82,0.85,8,5.68,-1,0.28,0.6,l2,10.0,50,liblinear,0.005,high,60,1,True
0.77,0.76,0.77,0.82,0.84,9,95.6,-1,0.34,0.78,l2,0.4641588833612777,90,sag,0.01,vwap,60,1,True
0.88,0.71,0.78,0.83,0.82,10,2.02,-1,0.37,0.43,l2,0.01,50,lbfgs,0.005,wilder_rsi,60,1,True
0.83,0.61,0.7,0.83,0.83,11,63.59,-1,0.25,0.32,l2,0.09999999999999999,60,sag,0.01,maker_ratio,60,1,True
0.8,0.68,0.74,0.83,0.84,12,7.36,-1,0.28,0.48,l2,0.01,130,sag,0.01,low,60,1,True
0.83,0.69,0.75,0.82,0.82,13,4.83,-1,0.34,0.7,l2,0.01,140,liblinear,0.01,atr,60,1,True
0.69,0.76,0.72,0.8,0.85,14,1.76,-1,0.3,0.88,l2,10.0,120,lbfgs,0.01,vwap,60,1,True
0.76,0.72,0.74,0.82,0.84,15,1.77,-1,0.3,0.73,l2,0.046415888336127774,120,lbfgs,0.01,wilder_rsi,60,1,True
0.8,0.73,0.76,0.83,0.84,16,4.49,-1,0.33,0.73,l2,2.154434690031882,80,liblinear,0.005,volume,60,1,True
0.71,0.71,0.71,0.81,0.85,17,4.3,-1,0.26,0.9,l2,0.021544346900318832,90,liblinear,0.01,volume,60,1,True
0.86,0.7,0.77,0.83,0.83,18,4.73,-1,0.34,0.44,l2,0.021544346900318832,100,liblinear,0.01,low,60,1,True
0.78,0.81,0.79,0.83,0.84,19,4.74,-1,0.4,0.99,l2,4.641588833612777,40,liblinear,0.01,imbalance,60,1,True
0.76,0.71,0.73,0.82,0.85,20,1.74,-1,0.28,0.64,l2,0.046415888336127774,70,lbfgs,0.01,close,60,1,True
0.76,0.79,0.77,0.81,0.82,21,1.27,-1,0.4,0.55,l2,0.21544346900318834,130,lbfgs,0.1,PPO,60,1,True
0.81,0.76,0.79,0.83,0.83,22,1.74,-1,0.38,0.57,l2,0.4641588833612777,60,lbfgs,0.01,close,60,1,True
0.69,0.74,0.71,0.8,0.86,23,4.69,-1,0.27,0.82,l2,0.21544346900318834,140,liblinear,0.05,vwap,60,1,True
0.83,0.65,0.73,0.82,0.82,24,1.4,-1,0.3,0.49,l2,0.046415888336127774,60,lbfgs,0.05,PPO,60,1,True
0.85,0.74,0.79,0.83,0.83,25,3.07,-1,0.38,0.57,l2,1.0,130,sag,0.1,imbalance,60,1,True
0.77,0.74,0.75,0.81,0.83,26,3.77,-1,0.34,0.76,l2,10.0,30,liblinear,0.05,maker_ratio,60,1,True
0.74,0.74,0.74,0.81,0.85,27,4.16,-1,0.3,0.88,l2,0.021544346900318832,30,sag,0.05,close,60,1,True
0.79,0.67,0.73,0.83,0.85,28,3.71,-1,0.27,0.5,l2,0.046415888336127774,140,liblinear,0.05,high,60,1,True
0.94,0.6,0.73,0.77,0.73,29,1.53,-1,0.39,0.52,l2,2.154434690031882,100,lbfgs,0.1,no_of_trades,60,1,True
0.79,0.73,0.76,0.83,0.84,30,4.62,-1,0.32,0.64,l2,2.154434690031882,130,liblinear,0.01,vwap,60,1,True
0.7,0.73,0.71,0.8,0.85,31,3.65,-1,0.27,0.89,l2,0.21544346900318834,80,sag,0.1,wilder_rsi,60,1,True
0.87,0.62,0.73,0.82,0.8,32,1.92,-1,0.31,0.52,l2,0.21544346900318834,50,lbfgs,0.005,atr,60,1,True
0.82,0.78,0.8,0.83,0.84,33,108.88,-1,0.4,0.76,l2,10.0,100,sag,0.005,wilder_rsi,60,1,True
0.86,0.72,0.78,0.83,0.83,34,4.93,-1,0.37,0.53,l2,0.21544346900318834,70,liblinear,0.005,volume,60,1,True
0.77,0.78,0.78,0.82,0.84,35,89.63,-1,0.37,0.84,l2,0.21544346900318834,130,sag,0.01,imbalance,60,1,True
0.73,0.72,0.73,0.81,0.85,36,5.58,-1,0.28,0.7,l2,10.0,60,liblinear,0.005,vwap,60,1,True
0.85,0.71,0.77,0.82,0.82,37,43.39,-1,0.37,0.49,l2,0.046415888336127774,40,sag,0.01,maker_ratio,60,1,True
0.88,0.68,0.77,0.83,0.81,38,4.68,-1,0.36,0.53,l2,2.154434690031882,50,liblinear,0.01,atr,60,1,True
0.75,0.67,0.71,0.81,0.84,39,3.58,-1,0.26,0.48,l2,0.021544346900318832,60,sag,0.1,maker_ratio,60,1,True
0.83,0.77,0.8,0.83,0.84,40,4.92,-1,0.39,0.72,l2,4.641588833612777,80,liblinear,0.005,low,60,1,True
0.73,0.69,0.71,0.8,0.84,41,1.94,-1,0.28,0.99,l2,0.21544346900318834,120,lbfgs,0.01,atr,60,1,True
0.87,0.63,0.73,0.82,0.8,42,4.97,-1,0.32,0.48,l2,4.641588833612777,50,liblinear,0.005,atr,60,1,True
0.98,0.34,0.5,0.69,0.53,43,1.16,-1,0.25,0.31,l2,0.01,40,lbfgs,0.1,no_of_trades,60,1,True
0.83,0.62,0.71,0.82,0.81,44,4.0,-1,0.29,0.63,l2,0.21544346900318834,60,liblinear,0.1,atr,60,1,True
0.75,0.62,0.68,0.8,0.82,45,4.63,-1,0.26,0.78,l2,4.641588833612777,100,liblinear,0.05,atr,60,1,True
0.83,0.72,0.77,0.81,0.81,46,1.44,-1,0.38,0.76,l2,4.641588833612777,120,lbfgs,0.05,maker_ratio,60,1,True
0.91,0.67,0.77,0.83,0.8,47,4.3,-1,0.36,0.3,l2,4.641588833612777,40,liblinear,0.005,vwap,60,1,True
0.69,0.72,0.7,0.8,0.85,48,3.61,-1,0.26,0.96,l2,0.09999999999999999,140,liblinear,0.1,volume,60,1,True
0.84,0.71,0.77,0.83,0.83,49,5.08,-1,0.34,0.51,l2,0.01,140,liblinear,0.01,wilder_rsi,60,1,True
